_id,CUS_ID,STAFF_ID,DATECREATED,STATUS,TOTAL,NAME,PHONE,ADDRESS,TIME,NOTE
5feaef7993f2e60091f5ee16,5feaef7993f2e60091f5ed77,5feaef7993f2e60091f5eece,2016-10-08T11:40:15.040Z,1,164,Oliver Ochoa,250-500-8483,715 Green Second Way,16:00,
5feaef7993f2e60091f5edda,5feaef7993f2e60091f5ed71,5feaef7993f2e60091f5eef8,2017-11-20T16:42:21.960Z,1,123,Christian Meyers,123-252-8125,865 Rocky Old Freeway,17:00,
5feaef7993f2e60091f5eddb,5feaef7993f2e60091f5ed7f,5feaef7993f2e60091f5eece,2017-07-29T15:21:57.430Z,1,123,Bridgett Gamble,095-707-9164,14 New Road,18:00,
5feaef7993f2e60091f5ede5,5feaef7993f2e60091f5ed69,5feaef7993f2e60091f5eef8,2018-09-24T17:36:21.450Z,1,123,Shirley Velazquez,(048) 498-5532,98 Old Street,19:00,
5feaef7993f2e60091f5ede6,5feaef7993f2e60091f5ed71,5feaef7993f2e60091f5eedd,2017-01-22T10:34:51.010Z,1,123,Christian Meyers,123-252-8125,865 Rocky Old Freeway,20:00,
5feaef7993f2e60091f5eded,5feaef7993f2e60091f5ed63,5feaef7993f2e60091f5eece,2016-09-14T02:37:03.050Z,1,123,Glenda Watts,(771) 749-7295,795 Oak Boulevard,21:00,
5feaef7993f2e60091f5edf5,5feaef7993f2e60091f5ed63,5feaef7993f2e60091f5eedd,2016-08-16T14:33:15.730Z,1,123,Glenda Watts,(771) 749-7295,795 Oak Boulevard,22:00,
5feaef7993f2e60091f5edf6,5feaef7993f2e60091f5ed7b,5feaef7993f2e60091f5eedd,2019-02-11T16:12:14.340Z,1,123,Katina Pitts,(724) 685-3795,499 East Second Drive,23:00,
5feaef7993f2e60091f5ee07,5feaef7993f2e60091f5ed69,5feaef7993f2e60091f5eece,2018-09-14T02:33:24.100Z,1,123,Shirley Velazquez,(048) 498-5532,98 Old Street,0:00,
5feaef7993f2e60091f5ee14,5feaef7993f2e60091f5ed7d,5feaef7993f2e60091f5eef8,2018-04-24T00:51:11.020Z,1,123,Alan Walsh,363-811-2581,509 East Green Oak Street,1:00,
5feaef7993f2e60091f5ee0c,5feaef7993f2e60091f5ed7f,5feaef7993f2e60091f5eedd,2017-06-23T00:30:29.130Z,1,106,Bridgett Gamble,095-707-9164,14 New Road,2:00,
5feaef7993f2e60091f5edc4,5feaef7993f2e60091f5ed7d,5feaef7993f2e60091f5eef8,2017-11-08T14:50:02.080Z,1,82,Alan Walsh,363-811-2581,509 East Green Oak Street,3:00,
5feaef7993f2e60091f5edcc,5feaef7993f2e60091f5ed7d,5feaef7993f2e60091f5eedd,2019-10-09T00:06:47.110Z,1,82,Alan Walsh,363-811-2581,509 East Green Oak Street,4:00,
5feaef7993f2e60091f5edcd,5feaef7993f2e60091f5ed7f,5feaef7993f2e60091f5eef8,2016-12-16T22:11:35.880Z,1,82,Bridgett Gamble,095-707-9164,14 New Road,5:00,
5feaef7993f2e60091f5edd5,5feaef7993f2e60091f5ed69,5feaef7993f2e60091f5eece,2019-09-29T13:36:05.900Z,1,82,Shirley Velazquez,(048) 498-5532,98 Old Street,6:00,
5feaef7993f2e60091f5edd9,5feaef7993f2e60091f5ed7d,5feaef7993f2e60091f5eedd,2017-08-15T23:33:36.100Z,1,82,Alan Walsh,363-811-2581,509 East Green Oak Street,7:00,
5feaef7993f2e60091f5eddc,5feaef7993f2e60091f5ed78,5feaef7993f2e60091f5eef8,2018-05-06T07:20:30.810Z,1,82,Susan Little,679-362-6355,50 South Rocky Second Street,8:00,
5feaef7993f2e60091f5eddd,5feaef7993f2e60091f5ed7f,5feaef7993f2e60091f5eef8,2017-10-09T07:11:13.120Z,1,82,Bridgett Gamble,095-707-9164,14 New Road,9:00,
5feaef7993f2e60091f5edee,5feaef7993f2e60091f5ed69,5feaef7993f2e60091f5eef8,2019-09-13T01:22:57.720Z,1,82,Shirley Velazquez,(048) 498-5532,98 Old Street,10:00,
5feaef7993f2e60091f5edf9,5feaef7993f2e60091f5ed7f,5feaef7993f2e60091f5eece,2018-04-25T15:05:29.590Z,1,82,Bridgett Gamble,095-707-9164,14 New Road,11:00,
5feaef7993f2e60091f5edfa,5feaef7993f2e60091f5ed7f,5feaef7993f2e60091f5eef8,2016-10-26T17:10:28.510Z,1,82,Bridgett Gamble,095-707-9164,14 New Road,12:00,
5feaef7993f2e60091f5edfb,5feaef7993f2e60091f5ed69,5feaef7993f2e60091f5eedd,2016-10-24T15:16:25.980Z,1,82,Shirley Velazquez,(048) 498-5532,98 Old Street,13:00,
5feaef7993f2e60091f5ee05,5feaef7993f2e60091f5ed77,5feaef7993f2e60091f5eedd,2019-07-18T12:47:24.780Z,1,82,Oliver Ochoa,250-500-8483,715 Green Second Way,14:00,
5feaef7993f2e60091f5ee0a,5feaef7993f2e60091f5ed69,5feaef7993f2e60091f5eece,2016-09-18T07:06:32.470Z,1,82,Shirley Velazquez,(048) 498-5532,98 Old Street,15:00,
5feaef7993f2e60091f5ee0d,5feaef7993f2e60091f5ed71,5feaef7993f2e60091f5eedd,2018-08-30T01:00:32.900Z,1,82,Christian Meyers,123-252-8125,865 Rocky Old Freeway,16:00,
5feaef7993f2e60091f5ee0e,5feaef7993f2e60091f5ed77,5feaef7993f2e60091f5eef8,2018-05-06T04:32:18.470Z,1,82,Oliver Ochoa,250-500-8483,715 Green Second Way,17:00,
5feaef7993f2e60091f5ee11,5feaef7993f2e60091f5ed71,5feaef7993f2e60091f5eedd,2019-05-29T03:01:09.850Z,1,82,Christian Meyers,123-252-8125,865 Rocky Old Freeway,18:00,
5feaef7993f2e60091f5ee13,5feaef7993f2e60091f5ed71,5feaef7993f2e60091f5eedd,2017-12-29T06:57:51.120Z,1,82,Christian Meyers,123-252-8125,865 Rocky Old Freeway,19:00,
5feaef7993f2e60091f5edb6,5feaef7993f2e60091f5ed7f,5feaef7993f2e60091f5eef8,2018-02-26T12:50:13.240Z,1,41,Bridgett Gamble,095-707-9164,14 New Road,20:00,
5feaef7993f2e60091f5edbc,5feaef7993f2e60091f5ed78,5feaef7993f2e60091f5eece,2019-04-06T05:07:48.470Z,1,41,Susan Little,679-362-6355,50 South Rocky Second Street,21:00,
5feaef7993f2e60091f5edbe,5feaef7993f2e60091f5ed77,5feaef7993f2e60091f5eedd,2018-09-07T22:25:31.150Z,1,41,Oliver Ochoa,250-500-8483,715 Green Second Way,22:00,
5feaef7993f2e60091f5edbf,5feaef7993f2e60091f5ed63,5feaef7993f2e60091f5eece,2018-04-09T16:52:18.510Z,1,41,Glenda Watts,(771) 749-7295,795 Oak Boulevard,23:00,
5feaef7993f2e60091f5edc1,5feaef7993f2e60091f5ed67,5feaef7993f2e60091f5eef8,2017-02-25T00:51:13.900Z,1,41,Robin Bolton,929-919-3274,220 Cowley Drive,0:00,
5feaef7993f2e60091f5edd0,5feaef7993f2e60091f5ed69,5feaef7993f2e60091f5eece,2017-06-08T20:09:45.550Z,0,41,Shirley Velazquez,(048) 498-5532,98 Old Street,1:00,
5feaef7993f2e60091f5edd1,5feaef7993f2e60091f5ed69,5feaef7993f2e60091f5eef8,2018-02-09T00:27:52.990Z,0,41,Shirley Velazquez,(048) 498-5532,98 Old Street,2:00,
5feaef7993f2e60091f5edd6,5feaef7993f2e60091f5ed7f,5feaef7993f2e60091f5eedd,2017-12-19T15:37:00.210Z,0,41,Bridgett Gamble,095-707-9164,14 New Road,3:00,
5feaef7993f2e60091f5ede2,5feaef7993f2e60091f5ed7b,5feaef7993f2e60091f5eef8,2018-11-16T14:59:23.090Z,-1,41,Katina Pitts,(724) 685-3795,499 East Second Drive,4:00,
5feaef7993f2e60091f5edea,5feaef7993f2e60091f5ed75,5feaef7993f2e60091f5eef8,2018-11-07T13:05:36.770Z,-1,41,Raul Grant,955-939-6269,60 Rocky Cowley Drive,5:00,
5feaef7993f2e60091f5edf7,5feaef7993f2e60091f5ed77,5feaef7993f2e60091f5eece,2016-10-27T06:30:48.860Z,-1,41,Oliver Ochoa,250-500-8483,715 Green Second Way,6:00,
5feaef7993f2e60091f5ee01,5feaef7993f2e60091f5ed77,5feaef7993f2e60091f5eef8,2019-11-03T15:44:38.540Z,-1,41,Oliver Ochoa,250-500-8483,715 Green Second Way,7:00,
5ff3f3da0def8d1f5c8b8ff4,5ff033ed9b9ad928f86d9617,,2021-01-05T05:06:34.000Z,0,13,Tester1,961050667,Hà Nội,8:00,
5ff404e566ad2e00178d8ce8,5ff402cb66ad2e00178d8ce7,,2021-01-05T06:19:17.000Z,-1,653,Xuan Tuan,123456789,HCMUS,8:00,amazing goodjob em
5ff41003d0e70019cc7a51db,5ff402cb66ad2e00178d8ce7,,2021-01-05T07:06:43.000Z,0,160,Xuan Tuan,123456789,HCMUS,11:00,
5ff4181666ad2e00178d8ced,5ff402cb66ad2e00178d8ce7,,2021-01-05T07:41:10.000Z,0,170,Xuan Tuan,123456789,HCMUS,12:00,
5ff419fd66ad2e00178d8cf1,5ff418cf66ad2e00178d8cf0,,2021-01-05T07:49:17.000Z,0,196,baotien,707529986,abcdf,8:00,
5ff46c36094ed91be0115753,5ff402cb66ad2e00178d8ce7,,2021-01-05T13:40:06.343Z,0,185,Xuan Tuan,123456789,HCMUS,8:00,
